Lambda,Algorithm,Count,Mean Normalized Accuracy,Std Norm Accuracy,Mean Normalized Energy,Std Norm Energy,mean_latency_norm,std_latency_norm,Mean Reward,Std Reward,Mean Total Energy (Wh),Std Total Energy (Wh)
0.3,random,20,0.5088198606533074,0.008717042924324347,0.16715477262997794,0.0023030086117309884,0.20460771319022988,0.0026280545316343207,0.6060274706683217,0.0064551227292982735,234.23918363627294,5.500951259104062
0.3,smallest,20,0.3224971670309777,0.0,0.04785310832833502,0.0,0.08831793858344318,0.0,0.5113920844231838,0.0,52.463203797571865,0.0
0.3,thompson_sampling,20,0.621773822255929,0.012729379306157366,0.15211913225098728,0.012542481131334608,0.18155435952183047,0.010093729967559837,0.6896059359038542,0.0068438473692247,203.7782710676586,33.96152649849201
0.4,accuracy,20,0.6850036129066008,0.0,0.5373095930916143,0.0,0.6258397028689867,0.0,0.5960783305073147,0.0,731.4273224816835,0.0
0.4,epsilon_greedy,20,0.6063002395025089,0.04778675121265094,0.15265799557755494,0.05120136481222625,0.18322142867478974,0.053888094279966395,0.7027169454704834,0.01275245941643438,244.68284198593096,91.7147357319303
0.4,largest,20,0.38419378669728327,0.0,0.4122323191878735,0.0,0.4059649715387025,0.0,0.4656233443432206,0.0,440.4658335067344,0.0
0.4,linear_epsilon_greedy,20,0.6340308474167363,0.026601190222708484,0.1540497313996635,0.02135138302999886,0.1798162976692719,0.020093711447580997,0.7187986158901765,0.011614800694334631,200.02817239197626,52.95096924138601
0.4,linucb,20,0.62994007186261,0.011718103524656095,0.1500439629305944,0.01564922434507814,0.1767668681549832,0.011092796096810003,0.7179464579453283,0.003940446067352581,200.75537042853554,34.086046096425605
0.4,random,20,0.5090061436642171,0.008396094112188501,0.1671004623411873,0.0030511705166926255,0.2037947419163082,0.0027323498735981467,0.6385635012620554,0.005005350154562751,233.2095568305023,7.422594261423621
0.4,smallest,20,0.3224971670309777,0.0,0.04785310832833502,0.0,0.08831793858344318,0.0,0.5743570568872527,0.0,52.463203797571865,0.0
0.4,thompson_sampling,20,0.6151928340392411,0.014172694947808725,0.1400830308712617,0.011419742444365798,0.16978174308847044,0.009210612674610926,0.7130824880750399,0.00775414936252533,183.97941194162226,26.170851606657408
0.5,accuracy,20,0.6850036129066008,0.0,0.5373095930916143,0.0,0.6258397028689867,0.0,0.5738470099074934,0.0,731.4273224816835,0.0
0.5,epsilon_greedy,20,0.5803055267468308,0.04493001506745726,0.12039073919770682,0.044410175879750984,0.15752232014781847,0.053058707507615585,0.7299573937745619,0.012864088266693281,182.33626894282347,88.16994612175873
0.5,largest,20,0.38419378669728327,0.0,0.4122323191878735,0.0,0.4059649715387025,0.0,0.4859807337547048,0.0,440.4658335067344,0.0
0.5,linear_epsilon_greedy,20,0.6022643355815781,0.016978801853289788,0.12602681980822356,0.01196780277305112,0.1605409448944239,0.014579380229771746,0.7381187578866772,0.00977196839343586,167.1059732700764,28.79370384279982
0.5,linucb,20,0.6111098153407105,0.008565994368023022,0.12513551238339257,0.010571858013263649,0.15552816756220184,0.008477220113249943,0.742987151478659,0.004836430758238071,156.91035670666,22.83311237173464
0.5,random,20,0.5113929808900644,0.00583618088164509,0.167934152573048,0.002243309131260858,0.20449071492806287,0.0025646187630018677,0.6717294141585082,0.0031065284160240025,235.7888623093435,4.5758534657946095
0.5,smallest,20,0.3224971670309777,0.0,0.04785310832833502,0.0,0.08831793858344318,0.0,0.6373220293513213,0.0,52.463203797571865,0.0
0.5,thompson_sampling,20,0.5995375702099144,0.016768463689149228,0.12437665726103922,0.0076627861246973,0.15818957691472474,0.007015237714415259,0.7375804564744376,0.006248620605312201,161.06736703016753,21.323180628683765
0.6,accuracy,20,0.6850036129066008,0.0,0.5373095930916143,0.0,0.6258397028689867,0.0,0.5516156893076718,0.0,731.4273224816835,0.0
0.6,epsilon_greedy,20,0.5548730556153918,0.03847020258580847,0.10010430181916827,0.026521818563932927,0.13417507153868738,0.0321914653728136,0.7618866411546558,0.015474776320587642,143.97835206152007,52.04080479301608
0.6,largest,20,0.38419378669728327,0.0,0.4122323191878735,0.0,0.4059649715387025,0.0,0.5063381231661891,0.0,440.4658335067344,0.0
0.6,linear_epsilon_greedy,20,0.5880204549048933,0.023798791514308658,0.11562275151262716,0.016071661831688393,0.14534774487422286,0.013089369586965712,0.765834531054381,0.007454642492260739,179.1640835673313,40.17570036250605
0.6,linucb,20,0.5929374331368578,0.011322908270691337,0.10861863349265458,0.00536203935916688,0.142247993318604,0.005917061775538654,0.7720037931591504,0.005219592388046866,140.08531822108318,19.33637377666135
0.6,random,20,0.5120657195038055,0.00725900416877454,0.1676767566392642,0.0030019099371378652,0.20477454676067888,0.0029771200973600547,0.7042202338179637,0.0033288551592109746,237.79736830134226,4.717092306661659
0.6,smallest,20,0.3224971670309777,0.0,0.04785310832833502,0.0,0.08831793858344318,0.0,0.70028700181539,0.0,52.463203797571865,0.0
0.6,thompson_sampling,20,0.5877062169961613,0.011230170731364446,0.11212243663558641,0.0042196424779886365,0.14597312936720086,0.004282214629679215,0.7678090248171128,0.004343544994026115,155.4111720960663,16.35448590308467
0.7,accuracy,20,0.6850036129066008,0.0,0.5373095930916143,0.0,0.6258397028689867,0.0,0.5293843687078502,0.0,731.4273224816835,0.0
0.7,epsilon_greedy,20,0.5414430245200104,0.05478183963179957,0.08929656654075041,0.016379236943250493,0.12170936580330885,0.015574242803675552,0.7999253107774777,0.009081777045078515,124.76549456031083,33.108203671628196
0.7,largest,20,0.38419378669728327,0.0,0.4122323191878735,0.0,0.4059649715387025,0.0,0.5266955125776736,0.0,440.4658335067344,0.0
0.7,linear_epsilon_greedy,20,0.563676586173262,0.02588815306371667,0.09687290234536283,0.012584818159949121,0.13327941355110223,0.014063167906531025,0.8012919442102246,0.007429627730324387,127.05667225468783,30.15401907940691
0.7,linucb,20,0.5834122150625716,0.01287405988006962,0.10011326948690898,0.005908270637543998,0.1344027218919924,0.005012393114278577,0.8049443758779352,0.0028774653567447163,135.62754061928513,18.000097204920596
0.7,random,20,0.5118054809095367,0.0059226387536482844,0.1661988243156935,0.0029024677159498404,0.20358832794656956,0.003051680450086653,0.7372024672518755,0.0025060879380727685,233.40975341580753,5.689111173082848
0.7,smallest,20,0.3224971670309777,0.0,0.04785310832833502,0.0,0.08831793858344318,0.0,0.7632519742794588,0.0,52.463203797571865,0.0
0.7,thompson_sampling,20,0.5691251752207562,0.014071303104328272,0.09939658276576832,0.004002733640530076,0.13552088623348313,0.004300879937122988,0.801159944630189,0.0028003299188683094,131.21377173901323,8.506397168734209
0.8,accuracy,20,0.6850036129066008,0.0,0.5373095930916143,0.0,0.6258397028689867,0.0,0.5071530481080287,0.0,731.4273224816835,0.0
0.8,epsilon_greedy,20,0.546344350911448,0.0486504298720257,0.08956271454574176,0.01507330432942393,0.12096929483067353,0.014784398439317458,0.8376186985456963,0.007019564410265706,125.05666085722355,30.53618549813316
0.8,largest,20,0.38419378669728327,0.0,0.4122323191878735,0.0,0.4059649715387025,0.0,0.5470529019891578,0.0,440.4658335067344,0.0
0.8,linear_epsilon_greedy,20,0.5275872221210862,0.03776099944618194,0.08268307023621264,0.00953219222913916,0.1209539660130516,0.010717442526702495,0.8393709882352471,0.005477503621897565,110.98237393171792,15.311259373638212
0.8,linucb,20,0.5473604485644508,0.014296778467761498,0.08402650938074696,0.00412722929023115,0.12006827746319164,0.004884864551099488,0.8422508822082927,0.002089755492728348,112.9081731473331,6.416995073897751
0.8,random,20,0.5120235888782609,0.008334757550120645,0.1671952238480541,0.002374249336788541,0.20417194405545153,0.002694101414675217,0.768648538697209,0.0025031015276807686,235.37833866330874,6.72169887746092
0.8,smallest,20,0.3224971670309777,0.0,0.04785310832833502,0.0,0.08831793858344318,0.0,0.8262169467435274,0.0,52.463203797571865,0.0
0.8,thompson_sampling,20,0.5379062452292549,0.013681789229098977,0.08747377746811368,0.003203548875299821,0.12510645917762836,0.0036917006941024275,0.83760222707136,0.0018777489386076535,115.44331579349193,7.320476610444635
0.9,accuracy,20,0.6850036129066008,0.0,0.5373095930916143,0.0,0.6258397028689867,0.0,0.4849217275082073,0.0,731.4273224816835,0.0
0.9,epsilon_greedy,20,0.374689052977762,0.052924773142381545,0.052649948269868053,0.008629916564564034,0.08480720551655256,0.016071718980497172,0.8900839518548949,0.005308538769395316,66.02684218631342,11.474427679206777
0.9,largest,20,0.38419378669728327,0.0,0.4122323191878735,0.0,0.4059649715387025,0.0,0.5674102914006421,0.0,440.4658335067344,0.0
0.9,linear_epsilon_greedy,20,0.46372505107730355,0.04570244123408116,0.06736820598387722,0.009853963814835182,0.10430435141346721,0.012741245381004051,0.8857411197222408,0.006364757521565331,89.53156670397514,19.019997715688106
0.9,linucb,20,0.4838996809354469,0.012645044306072087,0.06812479337163457,0.00184679115532141,0.1043655113011879,0.002667540620786864,0.8870776540590736,0.0014380394836870166,84.5046416905096,3.805734280066945
0.9,random,20,0.511888995884976,0.007571586563651373,0.1667153673269782,0.0024991837580022346,0.2035597011354565,0.002359098501812394,0.8011450689942172,0.0023687361251455985,236.27800141964954,5.876025666991269
0.9,smallest,20,0.3224971670309777,0.0,0.04785310832833502,0.0,0.08831793858344318,0.0,0.8891819192075963,0.0,52.463203797571865,0.0
0.9,thompson_sampling,20,0.4826695872338063,0.008590929761067083,0.07482559429169262,0.0012291668469026876,0.11265342996055334,0.001602245370239957,0.8809239238608573,0.00118359467835965,94.78809461443012,3.5182211678764617
1.0,accuracy,20,0.6850036129066008,0.0,0.5373095930916143,0.0,0.6258397028689867,0.0,0.46269040690838575,0.0,731.4273224816835,0.0
1.0,epsilon_greedy,20,0.36184227406660446,0.021055493670783097,0.04783845692579964,0.0023996416366563883,0.07497932737518825,0.010695022804616915,0.9521615430742004,0.0023996416366563753,61.59649948277612,2.0169332876470762
1.0,largest,20,0.38419378669728327,0.0,0.4122323191878735,0.0,0.4059649715387025,0.0,0.5877676808121265,0.0,440.4658335067344,0.0
1.0,linear_epsilon_greedy,20,0.38518612421115334,0.035787838255042684,0.05813071893165765,0.006360761850601379,0.09535815772186679,0.009970929316291286,0.9418692810683422,0.006360761850601425,74.52837637020882,14.511137319027233
1.0,linucb,20,0.38570308964199906,0.011043380657430326,0.058972779512763175,0.0019148803264383367,0.09949877045146298,0.0019778950863278124,0.9410272204872369,0.001914880326438342,71.11349207780756,4.111644978221455
1.0,random,20,0.5129340527645492,0.008302787777534439,0.16559101634948234,0.003426224958960033,0.20300765131821125,0.0037632274492578523,0.8344089836505176,0.003426224958960031,232.63887836954245,6.201530621674065
1.0,smallest,20,0.3224971670309777,0.0,0.04785310832833502,0.0,0.08831793858344318,0.0,0.9521468916716651,0.0,52.463203797571865,0.0
1.0,thompson_sampling,20,0.3922658248537,0.007077416683242223,0.06357709444809369,0.0005863295459417739,0.09991894399961468,0.0010448421046439522,0.9364229055519063,0.0005863295459417603,80.1599810831503,1.8843364705160992
